title,company,link,c_,l_,posted_date,applications,job_modality,f_p_time,job_responsibility,job_skills,job_salary,scraped_on
Data Scientist,Set2Recruit,https://www.linkedin.com/company/set2recruit-ltd/life,Set2Recruit,Reino Unido,hace 2 días,Más de 100 solicitudes,En remotoCoincide con tus preferencias de empleo. La modalidad laboral es En remoto.,En remotoCoincide con tus preferencias de empleo. La modalidad laboral es En remoto.,Intermedio,"Aprendizaje automático y Python, Datasets, MLOps, Orquestración, Reconocimiento de patrones, Retoques fotográficos, Servicios en la nube y Visión por computador",70.000 £/año - 85.000 £/año,2024-03-10
Principal Data Scientist,Microsoft,https://www.linkedin.com/company/microsoft/life,Microsoft,"Londres, Inglaterra, Reino Unido",hace 10 horas,13 solicitudes,HíbridoCoincide con tus preferencias de empleo. La modalidad laboral es Híbrido.,Jornada completaCoincide con tus preferencias de empleo. El tipo de empleo es Jornada completa.,Jornada completaCoincide con tus preferencias de empleo. El tipo de empleo es Jornada completa.,"Análisis de datos, Ciencia de datos, Comunicación y Visualización de datos, Análisis estadístico, Análisis predictivo, Depuración de programas, Preparación de datos, Procesamiento de lenguaje natural y Recogida de datos",,2024-03-10
Data Scientist,Hack and Craft,https://www.linkedin.com/company/hack-and-craft/life,Hack and Craft,Reino Unido,hace 3 días,Más de 100 solicitudes,En remotoCoincide con tus preferencias de empleo. La modalidad laboral es En remoto.,Jornada completaCoincide con tus preferencias de empleo. El tipo de empleo es Jornada completa.,Jornada completaCoincide con tus preferencias de empleo. El tipo de empleo es Jornada completa.,"Modelos predictivos, Python y SQL, Analítica, Análisis cuantitativo, F#, Modelado, Modelado de datos y Simulaciones",,2024-03-10
Data Scientist,PRODA LTD,https://www.linkedin.com/company/proda-ltd/life,PRODA LTD,"Londres y alrededores, Reino Unido",Publicado de nuevo hace 3 semanas,Más de 100 solicitudes,HíbridoCoincide con tus preferencias de empleo. La modalidad laboral es Híbrido.,Jornada completaCoincide con tus preferencias de empleo. El tipo de empleo es Jornada completa.,Intermedio,"Ciencia de datos, Python, Resolución de problemas y SQL, Microsoft Excel",,2024-03-10
Data Scientist,Vitol,https://www.linkedin.com/company/vitol-b.v./life,Vitol,"Londres, Inglaterra, Reino Unido",Publicado de nuevo hace 2 semanas,Más de 100 solicitudes,Jornada completaCoincide con tus preferencias de empleo. El tipo de empleo es Jornada completa.,Intermedio,Intermedio,"Capacidad de análisis, Ciencia de datos, Comunicación y Resolución de problemas, Análisis predictivo, Atención al detalle, Diseño experimental, Extraer, transformar y cargar (ETL), Matemáticas y Procesamiento de lenguaje natural",,2024-03-10
Data Scientist,Anson McCade,https://www.linkedin.com/company/anson-mccade/life,Anson McCade,"Gran Londres, Inglaterra, Reino Unido",hace 2 semanas,Más de 100 solicitudes,HíbridoCoincide con tus preferencias de empleo. La modalidad laboral es Híbrido.,HíbridoCoincide con tus preferencias de empleo. La modalidad laboral es Híbrido.,Intermedio,"Aprendizaje automático, Ciencia de datos y Python, Algoritmos de aprendizaje automático, Formato DV, Inteligencia artificial, PyTorch, SC Clearance, Sector de defensa y TensorFlow",45.000 £/año - 75.000 £/año,2024-03-10
Data Scientist,ClickJobs.io,https://www.linkedin.com/company/clickjobsio/life,ClickJobs.io,"Inglaterra, Reino Unido",hace 15 horas,1 solicitud,PresencialCoincide con tus preferencias de empleo. La modalidad laboral es Presencial.,Jornada completaCoincide con tus preferencias de empleo. El tipo de empleo es Jornada completa.,Sin experiencia,"Analítica de datos, Análisis de datos estadísticos, Ciencia de datos y NumPy, Algoritmos de aprendizaje automático, Análisis predictivo, Aprendizaje profundo, Ingeniería de datos , Matemáticas y Procesamiento de lenguaje natural",,2024-03-10
Data Scientist,Maze,https://www.linkedin.com/company/mazegroup.io/life,Maze,"Gran Londres, Inglaterra, Reino Unido",hace 2 días,Más de 100 solicitudes,HíbridoCoincide con tus preferencias de empleo. La modalidad laboral es Híbrido.,HíbridoCoincide con tus preferencias de empleo. La modalidad laboral es Híbrido.,Intermedio,"Ciencia de datos, Húngaro",57 £/h - 75 £/h,2024-03-10
Data Scientist,Burns Sheehan,https://www.linkedin.com/company/jcl-burns-sheehan/life,Burns Sheehan,"Gran Londres, Inglaterra, Reino Unido",hace 1 semana,Más de 100 solicitudes,PresencialCoincide con tus preferencias de empleo. La modalidad laboral es Presencial.,PresencialCoincide con tus preferencias de empleo. La modalidad laboral es Presencial.,Intermedio,"Analítica de datos, Aprendizaje automático, Ciencia de datos, Comunicación, Python y Visualización de datos, Análisis predictivo, Aprendizaje profundo, Ingeniería de datos  y Procesamiento de lenguaje natural",60.000 £/año - 70.000 £/año,2024-03-10
Data Scientist,Stack Data Strategy,https://www.linkedin.com/company/stack-data-strategy/life,Stack Data Strategy,"Gran Londres, Inglaterra, Reino Unido",Publicado de nuevo hace 2 semanas,Más de 100 solicitudes,PresencialCoincide con tus preferencias de empleo. La modalidad laboral es Presencial.,Jornada completaCoincide con tus preferencias de empleo. El tipo de empleo es Jornada completa.,Jornada completaCoincide con tus preferencias de empleo. El tipo de empleo es Jornada completa.,"Ciencia de datos, Análisis cuantitativo, Ciencias políticas, Investigación cuantitativa, Modelado de datos y Modelos de regresión",,2024-03-10
Data Scientist,Bayezian,https://www.linkedin.com/company/bayezian/life,Bayezian,"Gran Londres, Inglaterra, Reino Unido",hace 2 días,Más de 100 solicitudes,HíbridoCoincide con tus preferencias de empleo. La modalidad laboral es Híbrido.,Jornada completaCoincide con tus preferencias de empleo. El tipo de empleo es Jornada completa.,Algo de responsabilidad,"Aprendizaje automático y Python, Microsoft Azure, Procesamiento de lenguaje natural y Visión por computador",,2024-03-10
Data Scientist,DLA Piper,https://www.linkedin.com/company/dla-piper/life,DLA Piper,"Londres, Inglaterra, Reino Unido",hace 1 semana,Más de 100 solicitudes,HíbridoCoincide con tus preferencias de empleo. La modalidad laboral es Híbrido.,Jornada completaCoincide con tus preferencias de empleo. El tipo de empleo es Jornada completa.,Intermedio,"Analítica de datos, Análisis de datos y Ciencia de datos, Análisis de la regresión, Conceptos de estadística, Contraste de hipótesis, Diseño experimental, Manipulación de datos, Modelos estadísticos y Reconocimiento de patrones",,2024-03-10
Data Scientist (KTP Associate),University of Exeter,https://www.linkedin.com/company/university-of-exeter/life,University of Exeter,Reino Unido,hace 1 semana,Más de 100 solicitudes,En remotoCoincide con tus preferencias de empleo. La modalidad laboral es En remoto.,En remotoCoincide con tus preferencias de empleo. La modalidad laboral es En remoto.,Jornada completaCoincide con tus preferencias de empleo. El tipo de empleo es Jornada completa.,"Ciencia de datos, Amazon Web Services (AWS), Ciencias de la computación y IA generativa",32.332 £/año - 37.099 £/año,2024-03-10
Lead Data Scientist,Harnham,https://www.linkedin.com/company/harnham/life,Harnham,"City de Londres, Inglaterra, Reino Unido",hace 2 semanas,0 solicitudes,PresencialCoincide con tus preferencias de empleo. La modalidad laboral es Presencial.,Jornada completaCoincide con tus preferencias de empleo. El tipo de empleo es Jornada completa.,Intermedio,"Ciencia de datos, Comunicación y Visualización, Análisis predictivo, Aprendizaje profundo, Ciencias de la computación, Minería de datos, Modelos estadísticos, Procesamiento de lenguaje natural y Reconocimiento de patrones",,2024-03-10
Data Scientist,Tesco,https://www.linkedin.com/company/-tesco/life,Tesco,"Londres, Inglaterra, Reino Unido",Publicado de nuevo hace 1 día,Más de 100 solicitudes,Jornada completaCoincide con tus preferencias de empleo. El tipo de empleo es Jornada completa.,Sin experiencia,Sin experiencia,"Análisis de datos estadísticos, Aprendizaje automático, Ciencia de datos y Modelos predictivos, Algoritmos, Análisis predictivo, Estadística, Minería de datos, Procesamiento de lenguaje natural y Reconocimiento de patrones",,2024-03-10
Data Scientist,Cititec Talent,https://www.linkedin.com/company/cititec/life,Cititec Talent,"Gran Londres, Inglaterra, Reino Unido",hace 1 semana,Más de 100 solicitudes,HíbridoCoincide con tus preferencias de empleo. La modalidad laboral es Híbrido.,Jornada completaCoincide con tus preferencias de empleo. El tipo de empleo es Jornada completa.,Intermedio,"Aprendizaje automático, Ciencia de datos y Python, Large Language Models (LLM) y MLOps",,2024-03-10
Data Scientist,Quant Capital,https://www.linkedin.com/company/quant-capital-consulting/life,Quant Capital,"Gran Londres, Inglaterra, Reino Unido",Publicado de nuevo hace 5 días,Más de 100 solicitudes,PresencialCoincide con tus preferencias de empleo. La modalidad laboral es Presencial.,PresencialCoincide con tus preferencias de empleo. La modalidad laboral es Presencial.,Intermedio,"Analítica de datos, Ciencia de datos, Inglés, SQL y Visualización de datos, Análisis predictivo, Aprendizaje profundo, Ingeniería de datos , Inteligencia artificial y Procesamiento de lenguaje natural",110.000 £/yr,2024-03-10
Data Scientist,Understanding Recruitment,https://www.linkedin.com/company/understanding-recruitment/life,Understanding Recruitment,"Gran Londres, Inglaterra, Reino Unido",hace 4 semanas,Más de 100 solicitudes,HíbridoCoincide con tus preferencias de empleo. La modalidad laboral es Híbrido.,HíbridoCoincide con tus preferencias de empleo. La modalidad laboral es Híbrido.,Algo de responsabilidad,Microsoft Azure y R Shiny,50.000 £/año - 65.000 £/año,2024-03-10
Data Scientist,Braintrust,https://www.linkedin.com/company/usebraintrust/life,Braintrust,Reino Unido,hace 1 semana,Más de 100 solicitudes,En remotoCoincide con tus preferencias de empleo. La modalidad laboral es En remoto.,Jornada completaCoincide con tus preferencias de empleo. El tipo de empleo es Jornada completa.,Intermedio,"Análisis de datos, Ciencia de datos, Python y SQL",,2024-03-10
Data Scientist,BettingJobs,https://www.linkedin.com/company/betting-jobs/life,BettingJobs,"Gran Londres, Inglaterra, Reino Unido",hace 3 semanas,Más de 100 solicitudes,HíbridoCoincide con tus preferencias de empleo. La modalidad laboral es Híbrido.,Jornada completaCoincide con tus preferencias de empleo. El tipo de empleo es Jornada completa.,Intermedio,"Microsoft Power BI, Python y Tableau",,2024-03-10
Data Scientist,ClickJobs.io,https://www.linkedin.com/company/clickjobsio/life,ClickJobs.io,"Bristol, Inglaterra, Reino Unido",hace 3 horas,0 solicitudes,PresencialCoincide con tus preferencias de empleo. La modalidad laboral es Presencial.,Jornada completaCoincide con tus preferencias de empleo. El tipo de empleo es Jornada completa.,Sin experiencia,"Análisis de datos estadísticos, Ciencia de datos y Visualización de datos, Analítica, Análisis predictivo, Aprendizaje profundo, Ciencias de la computación, Estadística, Procesamiento de lenguaje natural y R (Lenguaje de programación)",,2024-03-10
Data Scientist,Holland & Barrett,https://www.linkedin.com/company/holland-&-barrett/life,Holland & Barrett,"Inglaterra, Reino Unido",hace 2 semanas,Más de 100 solicitudes,En remotoCoincide con tus preferencias de empleo. La modalidad laboral es En remoto.,Jornada completaCoincide con tus preferencias de empleo. El tipo de empleo es Jornada completa.,Algo de responsabilidad,"Ciencia de datos, Python y SQL, Modelos de marketing mixto",,2024-03-10
Data Scientist (Performance Rugby),England Rugby,https://www.linkedin.com/company/rugby-football-union/life,England Rugby,"Gran Londres, Inglaterra, Reino Unido",hace 2 semanas,Más de 100 solicitudes,HíbridoCoincide con tus preferencias de empleo. La modalidad laboral es Híbrido.,Contrato por obraCoincide con tus preferencias de empleo. El tipo de empleo es Contrato por obra.,Intermedio,"Aprendizaje automático, Ciencia de datos, Microsoft Power BI, Python, Tableau y Visualización de datos, Estadística, Modelos de regresión, R (Lenguaje de programación) y Redes neuronales",,2024-03-10
Data Scientist,Harnham,https://www.linkedin.com/company/harnham/life,Harnham,"Gran Londres, Inglaterra, Reino Unido",Publicado de nuevo hace 2 días,Más de 100 solicitudes,HíbridoCoincide con tus preferencias de empleo. La modalidad laboral es Híbrido.,HíbridoCoincide con tus preferencias de empleo. La modalidad laboral es Híbrido.,Intermedio,"Analítica de datos, Ciencia de datos y Comunicación, Análisis predictivo, Aprendizaje profundo, Ciencias de la computación, Ingeniería de datos , Language Modeling, Large Language Models (LLM) y Procesamiento de lenguaje natural",70.000 £/año - 80.000 £/año,2024-03-10
Data Scientist,Ellis Samuel Associates,https://www.linkedin.com/company/ellis-samuel-associates/life,Ellis Samuel Associates,"Widnes, Inglaterra, Reino Unido",hace 2 días,Más de 100 solicitudes,HíbridoCoincide con tus preferencias de empleo. La modalidad laboral es Híbrido.,HíbridoCoincide con tus preferencias de empleo. La modalidad laboral es Híbrido.,Jornada completaCoincide con tus preferencias de empleo. El tipo de empleo es Jornada completa.,"Modelos predictivos, Python y SQL, Analítica, Análisis cuantitativo, C++, Java, Lenguajes de programación, Modelado y Modelado de datos",50.000 £/año - 80.000 £/año,2024-03-10
Data Scientist - Insurance,Hawksworth,https://www.linkedin.com/company/hawksworth-consulting-pty-ltd/life,Hawksworth,"Surrey, Inglaterra, Reino Unido",hace 2 semanas,Más de 100 solicitudes,HíbridoCoincide con tus preferencias de empleo. La modalidad laboral es Híbrido.,Jornada completaCoincide con tus preferencias de empleo. El tipo de empleo es Jornada completa.,Intermedio,"Aprendizaje automático, Ciencia de datos y Python, Large Language Models (LLM), MLOps, Microsoft Azure, Modelos estadísticos y PySpark",,2024-03-10
Data Scientist,Durlston Partners,https://www.linkedin.com/company/durlston-partners/life,Durlston Partners,"Gran Londres, Inglaterra, Reino Unido",hace 4 días,Más de 100 solicitudes,HíbridoCoincide con tus preferencias de empleo. La modalidad laboral es Híbrido.,HíbridoCoincide con tus preferencias de empleo. La modalidad laboral es Híbrido.,Algo de responsabilidad,"Analítica de datos, Análisis de datos, Aprendizaje automático, Python y Scikit-learn, Docker, Kubernetes, Microsoft Azure, Máquinas herramienta, TensorFlow y XGBoost",50.000 £/año - 100.000 £/año,2024-03-10
Data Scientist,Harnham,https://www.linkedin.com/company/harnham/life,Harnham,"City de Londres, Inglaterra, Reino Unido",hace 1 mes,2 solicitudes,PresencialCoincide con tus preferencias de empleo. La modalidad laboral es Presencial.,Jornada completaCoincide con tus preferencias de empleo. El tipo de empleo es Jornada completa.,Sin experiencia,"Analítica de datos, Ciencia de datos, Comunicación, Python y Visualización de datos, Análisis predictivo, Aprendizaje profundo, Ingeniería de datos , Modelos estadísticos y Procesamiento de lenguaje natural",,2024-03-10
Data Scientist,Harnham,https://www.linkedin.com/company/harnham/life,Harnham,"City de Londres, Inglaterra, Reino Unido",hace 1 mes,2 solicitudes,PresencialCoincide con tus preferencias de empleo. La modalidad laboral es Presencial.,Jornada completaCoincide con tus preferencias de empleo. El tipo de empleo es Jornada completa.,Sin experiencia,"Analítica de datos, Análisis de datos estadísticos, Ciencia de datos, Comunicación y Visualización de datos, Análisis predictivo, Aprendizaje profundo, Ingeniería de datos , Modelos estadísticos y Procesamiento de lenguaje natural",,2024-03-10
Data Scientist,Harnham,https://www.linkedin.com/company/harnham/life,Harnham,"City de Londres, Inglaterra, Reino Unido",hace 1 semana,5 solicitudes,PresencialCoincide con tus preferencias de empleo. La modalidad laboral es Presencial.,Jornada completaCoincide con tus preferencias de empleo. El tipo de empleo es Jornada completa.,Sin experiencia,"Analítica de datos, Ciencia de datos y Comunicación, Análisis predictivo, Aprendizaje profundo, Ciencias de la computación, Ingeniería de datos , Language Modeling, Large Language Models (LLM) y Procesamiento de lenguaje natural",,2024-03-10
Data Scientist,Accelero,https://www.linkedin.com/company/accelerogroup-recruitment/life,Accelero,"Newcastle upon Tyne, Inglaterra, Reino Unido",hace 1 semana,Más de 100 solicitudes,HíbridoCoincide con tus preferencias de empleo. La modalidad laboral es Híbrido.,HíbridoCoincide con tus preferencias de empleo. La modalidad laboral es Híbrido.,Intermedio,Ciencia de datos y Python,50.000 £/año - 60.000 £/año,2024-03-10
Data Scientist,Pandora,https://www.linkedin.com/company/pandora-a-s/life,Pandora,"Londres, Inglaterra, Reino Unido",Publicado de nuevo hace 1 semana,Más de 100 solicitudes,Jornada completaCoincide con tus preferencias de empleo. El tipo de empleo es Jornada completa.,,Jornada completaCoincide con tus preferencias de empleo. El tipo de empleo es Jornada completa.,"Aprendizaje automático, Ciencia de datos y Inglés, Ciencias de la computación, Contraste de hipótesis, Diseño experimental, Keras, PySpark, PyTorch y TensorFlow",,2024-03-10
Data Scientist,Risk-Enterprise,https://www.linkedin.com/company/risk-enterprise-limited1/life,Risk-Enterprise,"Londres, Inglaterra, Reino Unido",hace 5 días,Más de 100 solicitudes,PresencialCoincide con tus preferencias de empleo. La modalidad laboral es Presencial.,Jornada completaCoincide con tus preferencias de empleo. El tipo de empleo es Jornada completa.,Jornada completaCoincide con tus preferencias de empleo. El tipo de empleo es Jornada completa.,"Modelos predictivos, Python y SQL, Analítica, Análisis cuantitativo, C++, Java, Lenguajes de programación, Modelado y Modelado de datos",,2024-03-10
"Marketing Data Scientist, Google Professional Services",Google,https://www.linkedin.com/company/google/life,Google,"Londres, Inglaterra, Reino Unido",Publicado de nuevo hace 1 semana,Más de 100 solicitudes,PresencialCoincide con tus preferencias de empleo. La modalidad laboral es Presencial.,Jornada completaCoincide con tus preferencias de empleo. El tipo de empleo es Jornada completa.,Jornada completaCoincide con tus preferencias de empleo. El tipo de empleo es Jornada completa.,"Analítica de datos, Analítica, Análisis cuantitativo, Análisis de marketing, Análisis predictivo, Ciencias de la computación, Especificaciones de requisitos, Minería de datos, Modelos estadísticos y Recogida de datos",,2024-03-10
Lead Data Scientist,ClickJobs.io,https://www.linkedin.com/company/clickjobsio/life,ClickJobs.io,"Inglaterra, Reino Unido",hace 19 horas,0 solicitudes,HíbridoCoincide con tus preferencias de empleo. La modalidad laboral es Híbrido.,Jornada completaCoincide con tus preferencias de empleo. El tipo de empleo es Jornada completa.,Intermedio,"Analítica de datos, Análisis de datos estadísticos, Capacidad de análisis y Ciencia de datos, Analítica, Análisis predictivo, Aprendizaje profundo, Ingeniería de datos , Procesamiento de lenguaje natural y R (Lenguaje de programación)",,2024-03-10
Data Scientist,Adecco,https://www.linkedin.com/company/adecco/life,Adecco,"Londres, Inglaterra, Reino Unido",hace 3 semanas,16 solicitudes,HíbridoCoincide con tus preferencias de empleo. La modalidad laboral es Híbrido.,Jornada completaCoincide con tus preferencias de empleo. El tipo de empleo es Jornada completa.,Sin experiencia,"Analítica de datos, Ciencia de datos y Comunicación, Analítica, Análisis predictivo, Aprendizaje profundo, Aptitudes para hacer presentaciones, Ingeniería de datos , Presentaciones y Procesamiento de lenguaje natural",,2024-03-10
Credit Risk Data Scientist,Harnham,https://www.linkedin.com/company/harnham/life,Harnham,"City de Londres, Inglaterra, Reino Unido",hace 1 mes,2 solicitudes,PresencialCoincide con tus preferencias de empleo. La modalidad laboral es Presencial.,Jornada completaCoincide con tus preferencias de empleo. El tipo de empleo es Jornada completa.,Sin experiencia,"Analítica de datos, Análisis de datos estadísticos, Ciencia de datos, Pandas (Software), Python y SQL, Análisis predictivo, Ingeniería de datos , Presentaciones y Procesamiento de lenguaje natural",,2024-03-10
Data Scientist,Barrington James,https://www.linkedin.com/company/barrington-james/life,Barrington James,"Gran Londres, Inglaterra, Reino Unido",hace 1 semana,Más de 100 solicitudes,HíbridoCoincide con tus preferencias de empleo. La modalidad laboral es Híbrido.,Contrato por obraCoincide con tus preferencias de empleo. El tipo de empleo es Contrato por obra.,Intermedio,"Python, C++ y Máquinas herramienta",,2024-03-10
Data Scientist,Harnham,https://www.linkedin.com/company/harnham/life,Harnham,"Gran Londres, Inglaterra, Reino Unido",Publicado de nuevo hace 2 semanas,Más de 100 solicitudes,HíbridoCoincide con tus preferencias de empleo. La modalidad laboral es Híbrido.,HíbridoCoincide con tus preferencias de empleo. La modalidad laboral es Híbrido.,Intermedio,"Analítica de datos, Ciencia de datos, Comunicación, Python y Visualización de datos, Análisis predictivo, Aprendizaje profundo, Ingeniería de datos , Modelos estadísticos y Procesamiento de lenguaje natural",55.000 £/año - 65.000 £/año,2024-03-10
Data Scientist,Capgemini,https://www.linkedin.com/company/capgemini/life,Capgemini,"Gran Londres, Inglaterra, Reino Unido",hace 1 semana,Más de 100 solicitudes,HíbridoCoincide con tus preferencias de empleo. La modalidad laboral es Híbrido.,Jornada completaCoincide con tus preferencias de empleo. El tipo de empleo es Jornada completa.,Intermedio,"Análisis de datos estadísticos, Ciencia de datos y Visualización de datos, Análisis predictivo, Articulación, Ciencias de la computación, Habilidades sociales, Ingeniería de datos , Manipulación de datos y Necesidades empresariales",,2024-03-10
Data Scientist,Harnham,https://www.linkedin.com/company/harnham/life,Harnham,"Gran Londres, Inglaterra, Reino Unido",Publicado de nuevo hace 1 mes,Más de 100 solicitudes,HíbridoCoincide con tus preferencias de empleo. La modalidad laboral es Híbrido.,HíbridoCoincide con tus preferencias de empleo. La modalidad laboral es Híbrido.,Intermedio,"Analítica de datos, Análisis de datos estadísticos, Ciencia de datos, Modelos predictivos y Visualización de datos, Análisis predictivo, Aprendizaje profundo, Ingeniería de datos , Minería de datos y Procesamiento de lenguaje natural",60.000 £/año - 80.000 £/año,2024-03-10
Senior Behavioural Data Scientist,Harnham,https://www.linkedin.com/company/harnham/life,Harnham,"Londres, Inglaterra, Reino Unido",hace 2 semanas,5 solicitudes,PresencialCoincide con tus preferencias de empleo. La modalidad laboral es Presencial.,Jornada completaCoincide con tus preferencias de empleo. El tipo de empleo es Jornada completa.,Intermedio,"Analítica de datos, Ciencia de datos, Python, Visualización y Visualización de datos, Analítica, Análisis de clústers, Minería de datos, R (Lenguaje de programación) y Scala",,2024-03-10
Data Scientist,Ascent,https://www.linkedin.com/company/ascent-/life,Ascent,"Inglaterra, Reino Unido",Publicado de nuevo hace 2 semanas,Más de 100 solicitudes,HíbridoCoincide con tus preferencias de empleo. La modalidad laboral es Híbrido.,Jornada completaCoincide con tus preferencias de empleo. El tipo de empleo es Jornada completa.,Intermedio,"Analítica de datos, Análisis de datos estadísticos, Ciencia de datos, Comunicación, Resolución de problemas y Visualización de datos, Análisis predictivo, Capacidad de razonamiento, Optimización y Procesamiento de lenguaje natural",,2024-03-10
Data Scientist,Harnham,https://www.linkedin.com/company/harnham/life,Harnham,"Gran Londres, Inglaterra, Reino Unido",Publicado de nuevo hace 3 semanas,Más de 100 solicitudes,HíbridoCoincide con tus preferencias de empleo. La modalidad laboral es Híbrido.,HíbridoCoincide con tus preferencias de empleo. La modalidad laboral es Híbrido.,Intermedio,"Analítica de datos, Ciencia de datos, Comunicación y SQL, Análisis predictivo, Aprendizaje profundo, Ingeniería de datos , Modelado, Procesamiento de lenguaje natural y Redes neuronales",50.000 $/año - 70.000 $/año,2024-03-10
Digital Data Scientist,LGC,https://www.linkedin.com/company/lgcgroup/life,LGC,"Teddington, Inglaterra, Reino Unido",hace 1 semana,Más de 100 solicitudes,PresencialCoincide con tus preferencias de empleo. La modalidad laboral es Presencial.,Jornada completaCoincide con tus preferencias de empleo. El tipo de empleo es Jornada completa.,Sin experiencia,"Ciencia de datos, Diseño de soluciones empresariales, Diseño de soluciones técnicas, Integridad de la información, Modelo de datos, Modelos estadísticos, Procedimientos de almacenado, Reconocimiento de patrones, Snowflake y Snowflake cloud",,2024-03-10
Actuarial Data Scientist,Hays,https://www.linkedin.com/company/hays/life,Hays,"Londres, Inglaterra, Reino Unido",hace 2 días,89 solicitudes,PresencialCoincide con tus preferencias de empleo. La modalidad laboral es Presencial.,PresencialCoincide con tus preferencias de empleo. La modalidad laboral es Presencial.,Intermedio,"Analítica de datos, Análisis de datos estadísticos, Ciencia de datos y Visualización de datos, Análisis predictivo, Aprendizaje profundo, Estadística, Ingeniería de datos , Procesamiento de lenguaje natural y R (Lenguaje de programación)",45.000 £/año - 60.000 £/año,2024-03-10
Marketing Data Scientist,Dream Games,https://www.linkedin.com/company/dreamgames/life,Dream Games,"Gran Londres, Inglaterra, Reino Unido",hace 5 días,Más de 100 solicitudes,PresencialCoincide con tus preferencias de empleo. La modalidad laboral es Presencial.,Jornada completaCoincide con tus preferencias de empleo. El tipo de empleo es Jornada completa.,Intermedio,"Capacidad de análisis, Ciencia de datos, Python y SQL, Economía, Estadística, Google BigQuery, Lenguajes de programación, Marketing y Programación estadística",,2024-03-10
Data Scientist (Machine Learning),Financial Ombudsman Service,https://www.linkedin.com/company/financial-ombudsman-service/life,Financial Ombudsman Service,"Londres, Inglaterra, Reino Unido",Publicado de nuevo hace 2 días,Más de 100 solicitudes,HíbridoCoincide con tus preferencias de empleo. La modalidad laboral es Híbrido.,Jornada completaCoincide con tus preferencias de empleo. El tipo de empleo es Jornada completa.,Sin experiencia,"Ciencia de datos y Python, Clean Coding, Diseño de soluciones empresariales, Diseño de soluciones técnicas, Documentación de formación, Necesidades empresariales, Planificación del sprint, PyTorch y TensorFlow",,2024-03-10
Senior Data Scientist,Harnham,https://www.linkedin.com/company/harnham/life,Harnham,"Cambridge, Inglaterra, Reino Unido",hace 3 semanas,0 solicitudes,PresencialCoincide con tus preferencias de empleo. La modalidad laboral es Presencial.,Jornada completaCoincide con tus preferencias de empleo. El tipo de empleo es Jornada completa.,Intermedio,"Analítica de datos, Capacidad de análisis, Ciencia de datos, Comunicación y Python, Análisis predictivo, Aprendizaje profundo, Lenguajes de programación, Procesamiento de lenguaje natural y R (Lenguaje de programación)",,2024-03-10
Senior Data Scientist,Harnham,https://www.linkedin.com/company/harnham/life,Harnham,"Oxford, Inglaterra, Reino Unido",hace 1 mes,0 solicitudes,PresencialCoincide con tus preferencias de empleo. La modalidad laboral es Presencial.,Jornada completaCoincide con tus preferencias de empleo. El tipo de empleo es Jornada completa.,Intermedio,"Analítica de datos, Capacidad de análisis, Ciencia de datos, Comunicación y Python, Análisis predictivo, Aprendizaje profundo, Lenguajes de programación, Procesamiento de lenguaje natural y R (Lenguaje de programación)",,2024-03-10
Senior Data Scientist,Harnham,https://www.linkedin.com/company/harnham/life,Harnham,"Mánchester, Inglaterra, Reino Unido",hace 1 mes,0 solicitudes,PresencialCoincide con tus preferencias de empleo. La modalidad laboral es Presencial.,Jornada completaCoincide con tus preferencias de empleo. El tipo de empleo es Jornada completa.,Intermedio,"Analítica de datos, Capacidad de análisis, Ciencia de datos, Comunicación y Python, Análisis predictivo, Aprendizaje profundo, Lenguajes de programación, Procesamiento de lenguaje natural y R (Lenguaje de programación)",,2024-03-10
Senior Data Scientist,Harnham,https://www.linkedin.com/company/harnham/life,Harnham,"City de Londres, Inglaterra, Reino Unido",hace 1 mes,0 solicitudes,PresencialCoincide con tus preferencias de empleo. La modalidad laboral es Presencial.,Jornada completaCoincide con tus preferencias de empleo. El tipo de empleo es Jornada completa.,Intermedio,"Analítica de datos, Capacidad de análisis, Ciencia de datos, Comunicación y Python, Análisis predictivo, Aprendizaje profundo, Lenguajes de programación, Procesamiento de lenguaje natural y R (Lenguaje de programación)",,2024-03-10
Senior Data Scientist,Harnham,https://www.linkedin.com/company/harnham/life,Harnham,"Birmingham, Inglaterra, Reino Unido",hace 1 mes,0 solicitudes,PresencialCoincide con tus preferencias de empleo. La modalidad laboral es Presencial.,Jornada completaCoincide con tus preferencias de empleo. El tipo de empleo es Jornada completa.,Intermedio,"Analítica de datos, Capacidad de análisis, Ciencia de datos, Comunicación y Python, Análisis predictivo, Aprendizaje profundo, Lenguajes de programación, Procesamiento de lenguaje natural y R (Lenguaje de programación)",,2024-03-10
Senior Data Scientist,Jacobs,https://www.linkedin.com/company/jacobs/life,Jacobs,"Warrington, Inglaterra, Reino Unido",hace 3 semanas,34 solicitudes,HíbridoCoincide con tus preferencias de empleo. La modalidad laboral es Híbrido.,Jornada completaCoincide con tus preferencias de empleo. El tipo de empleo es Jornada completa.,Jornada completaCoincide con tus preferencias de empleo. El tipo de empleo es Jornada completa.,"Analítica de datos, Ciencia de datos, Comunicación, Visualización y Visualización de datos, Analítica, Análisis predictivo, Big data, Inteligencia artificial y Minería de datos",,2024-03-10
